frame,pan_x,pan_y,rotation_deg,accumulated_rotation_deg,accumulated_pan_x,accumulated_pan_y
252,1.0780965330746644,0.09023077958095174,0.28068178358185303,198.06328801015815,81.37836828905364,81.27820906647774
253,1.0830732174598523,0.039137383136356244,0.23976109683775776,197.8235269133204,82.4614415065135,81.31734644961409
254,1.0992491184348636,0.02189858172319207,0.1877869698584889,197.6357399434619,83.56069062494836,81.33924503133728
255,1.141749587797168,-0.06264215926149498,0.14276879571821463,197.4929711477437,84.70244021274553,81.27660287207578
256,1.120510988155825,-0.16845955956675923,0.08644288903151218,197.4065282587122,85.82295120090136,81.10814331250903
257,1.0426820743985807,-0.2350787896085737,0.03849255907784834,197.36803569963436,86.86563327529994,80.87306452290045
258,0.9662643607654824,-0.31804928203280813,-0.015392985672533926,197.38342868530688,87.83189763606542,80.55501524086765
259,0.9901193097945863,-0.30479073803458356,-0.07113443032291183,197.45456311562978,88.82201694586,80.25022450283306
260,0.9475887528725342,-0.3195471435449384,-0.1087839757631828,197.56334709139296,89.76960569873253,79.93067735928813
261,0.9116486119318865,-0.32818007523792264,-0.15352516201807836,197.71687225341103,90.68125431066441,79.6024972840502
262,0.9143961813135688,-0.38157076295532005,-0.18241100145405093,197.89928325486508,91.59565049197798,79.22092652109488
263,0.796592826624727,-0.4761688133673434,-0.23607206538150605,198.1353553202466,92.39224331860271,78.74475770772754
264,0.7632492073204262,-0.5634411930539137,-0.2647889999515994,198.4001443201982,93.15549252592314,78.18131651467363
265,0.6542003791731557,-0.6587569449469797,-0.29333425070060193,198.6934785708988,93.8096929050963,77.52255956972664
266,0.6233253492975205,-0.7505475775105253,-0.317391621614578,199.01087019251338,94.43301825439382,76.77201199221611
267,0.567272568186618,-0.880075891989531,-0.3265097319733907,199.33737992448678,95.00029082258044,75.89193610022657
268,0.45675044965537837,-0.9399530498596318,-0.36218099840882234,199.6995609228956,95.45704127223581,74.95198305036695
269,0.48884000179063386,-0.9798256920482279,-0.37295915082167463,200.0725200737173,95.94588127402645,73.97215735831873
270,0.3730627859824648,-1.0070805002247498,-0.39402751341063835,200.46654758712793,96.31894406000892,72.96507685809398
271,0.36351980690489155,-0.9679491193005315,-0.4235796363145513,200.89012722344248,96.6824638669138,71.99712773879345
272,0.30000583248247314,-0.9535327242808294,-0.4350003473938626,201.32512757083634,96.98246969939628,71.04359501451262
273,0.2873982855537242,-0.8756339714837931,-0.45410943081433164,201.77923700165067,97.26986798495,70.16796104302882
274,0.245983162409754,-0.8082816104255228,-0.46763008420870544,202.24686708585938,97.51585114735975,69.3596794326033
275,0.1869483721203375,-0.6528695669606944,-0.49113596136415155,202.73800304722354,97.7027995194801,68.70680986564261
276,0.2034824410751764,-0.5214559380272288,-0.5423271156021718,203.28033016282572,97.90628196055528,68.18535392761538
277,0.17501580866950378,-0.4390589851826626,-0.6150539292743822,203.8953840921001,98.08129776922478,67.74629494243271
278,0.09977288579299529,-0.3131237255860794,-0.7338701423172713,204.62925423441737,98.18107065501778,67.43317121684663
279,0.040478535439209276,-0.24120255143134503,-0.8664636974074914,205.49571793182486,98.22154919045698,67.19196866541529
280,-0.029510853717139983,-0.1552360576344814,-1.0080978724557814,206.50381580428063,98.19203833673984,67.0367326077808
281,-0.047657544214685696,-0.12609494988853057,-1.1378600520746573,207.64167585635528,98.14438079252515,66.91063765789228
282,-0.07773610756171351,-0.10899823312769992,-1.2658529506015093,208.90752880695678,98.06664468496344,66.80163942476459
283,-0.08281391487772291,-0.14823206617541992,-1.3729208486579618,210.28044965561475,97.98383077008572,66.65340735858916
284,-0.015852704547197546,-0.2431109498902284,-1.4583948380186342,211.7388444936334,97.96797806553852,66.41029640869894
285,-0.05292245425153313,-0.46973738578930035,-1.5171166764421984,213.25596117007558,97.91505561128699,65.94055902290964
286,-0.09839624850628889,-0.6878193781660138,-1.5337637575789325,214.7897249276545,97.8166593627807,65.25273964474363
287,-0.17353070229871553,-0.8232713716244444,-1.549391730571756,216.33911665822626,97.64312866048198,64.42946827311918
288,-0.09456697427798108,-0.8232376334058961,-1.5381634164278246,217.8772800746541,97.548561686204,63.60623063971329
289,-0.07667481307480593,-0.9415171824772648,-1.4981628460799676,219.37544292073406,97.4718868731292,62.664713457236026
290,-0.019410725328818983,-1.0368637485352874,-1.4178392351675435,220.7932821559016,97.45247614780037,61.62784970870074
291,-0.1784800977822674,-1.1129649587263724,-1.2974385021920907,222.0907206580937,97.2739960500181,60.514884749974364
292,-0.2325828546040608,-1.1332318691524852,-1.1732517707193277,223.26397242881302,97.04141319541404,59.38165288082188
293,-0.24852970047879835,-1.1216654996576088,-1.0287246917525186,224.29269712056555,96.79288349493524,58.25998738116427
294,-0.2026550937281573,-1.0955290626939544,-0.9026225824379269,225.19531970300346,96.59022840120709,57.16445831847032
295,-0.23425950186677502,-1.1097039334318932,-0.7885921440309721,225.98391184703445,96.35596889934031,56.05475438503842
296,-0.2234482632354432,-1.1026453024467324,-0.7026160084261471,226.68652785546058,96.13252063610487,54.95210908259169
297,-0.25601148236926746,-1.1443851469134583,-0.6592904811724853,227.34581833663307,95.8765091537356,53.80772393567823
298,-0.24114709790000158,-1.1812896769526946,-0.6965424886301979,228.04236082526327,95.6353620558356,52.62643425872554
299,-0.05843334947880381,-1.1155321576311308,-0.8043863947823245,228.8467472200456,95.5769287063568,51.51090210109441
